Белый / сиреневый;6;FFFFFF;1
Белый / тем. серый / красный;6;FFFFFF;1
Белый / тем. синий;6;FFFFFF;1
Белый / тем. синий / красный;6;FFFFFF;1
Белый / фиолетовый;6;FFFFFF;1
Белый / хаки;6;FFFFFF;1
Белый / черный;6;FFFFFF;1
Белый / черный / золотой;6;FFFFFF;1
Белый / черный / красный;6;FFFFFF;1
Белый /серый;6;FFFFFF;1
Белый /синий / оранжевый;6;FFFFFF;1
Белый/ леопард;6;FFFFFF;1
Белый/ черный;6;FFFFFF;1
Кремовый;6;FFFBF0;0
Молочный;6;FFFFF0;0
Св. бежевый;6;EEEEEE;0
Бирюзовый;7;40E0D0;0
Бирюзовый / желтый / розовый;7;33CCCC;1
Бирюзовый / розовый;7;33CCCC;1
Болотный;7;808000;0
Зеленый;7;008000;0
Зелёный;7;008000;0
Зеленый / бежевый;7;008000;1
Зеленый / голубой;7;008000;1
Зеленый / желтый;7;008000;1
Зелёный / желтый;7;008000;1
Зеленый / розовый;7;008000;1
Зелёный / розовый;7;008000;1
Зеленый / розовый / оранжевый;7;008000;1
Зеленый / серый;7;008000;1
Зеленый / сиреневый / черный;7;008000;1
Зеленый / фиолетовый;7;008000;1
Зеленый / черный;7;008000;1
Зеленый /Оливковый;7;008000;1
Зеленый/ черный;7;008000;1
Зеленый/белый;7;008000;1
Зелёный/розовый;7;008000;1
Оливковый;7;808000;0
Салатовый;7;7FFF00;0
Салатовый / белый;7;00FF00;1
Салатовый-Коричневый;7;00FF00;0
Св. зеленый;7;CCFF99;0
Тем. зеленый;7;008000;0
Фисташковый;7;999900;0
Хаки / бежевый;7;999966;1
Хаки / белый;7;999966;1
Хаки / коричневый;7;999966;1
Хаки / молочный;7;999966;1
Хаки / молочный / коричневый;7;999966;1
Хаки / оранжевый;7;999966;1
Хаки / св. бежевый;7;999966;1
Хаки / серый;7;999966;1
Хаки / серый / оранжевый;7;999966;1
Хаки / тем. коричневый;7;999966;1
Хаки / черный;7;999966;1
Хаки/ бежевый;7;999966;1
Чайная роза;7;808000;0
Бронзовый;8;DAA520;0
Бронзовый / синий;8;996600;1
Бронзовый / тем. коричневый;8;996600;1
Желтый;8;FFFF00;0
Желтый / золотой;8;FFFF00;1
Желтый / коричневый;8;FFFF00;1
Желтый / красный / синий;8;FFFF00;1
Желтый / розовый;8;FFFF00;1
Желтый / розовый / черный;8;FFFF00;1
Желтый / синий / черный;8;FFFF00;1
Желтый / черный;8;FFFF00;1
Золотой;8;FFD700;0
Золотой / бежевый;8;FFCC00;1
Золотой / белый;8;FFCC00;1
Золотой / бронзовый;8;FFCC00;1
Золотой / красный;8;FFCC00;1
Золотой / серебряный;8;FFCC00;1
Золотой / синий;8;FFCC00;1
Золотой / черный;8;FFCC00;1
Лимонный;8;FFFF00;0
Медовый;8;FFCC00;0
Оранжевый;8;FFA500;0
Оранжевый / зеленый;8;FF9900;1
Оранжевый/ голубой;8;FF9900;1
Оранжевый/ желтый;8;FF9900;1
Охра;8;CC9933;0
Рыжий / комбинированый;8;FF6600;1
Св. золотой;8;CC9900;0
Тем. оранжевый;8;FF9900;0
Бирюз./ Бежевый;9;33CCCC;1
Голубой;9;A6CAF0;0
Голубой / бежевый;9;00CCFF;1
Голубой / белый;9;00CCFF;1
Голубой / белый / красный;9;00CCFF;1
Голубой / желтый;9;00CCFF;1
Голубой / зеленый;9;00CCFF;1
Голубой / коричнев.;9;00CCFF;1
Голубой / коричневый;9;00CCFF;1
Голубой / коричневый / красный;9;00CCFF;1
Голубой / коричневый / черный;9;00CCFF;1
Голубой / оранжевый;9;00CCFF;1
Голубой / розовый ;9;00CCFF;1
Голубой / розовый / черный;9;00CCFF;1
Голубой / серый;9;00CCFF;1
Голубой / синий;9;00CCFF;1
Голубой / тем. синий;9;00CCFF;1
Голубой / тсин;9;00CCFF;1
Голубой / черный;9;00CCFF;1
Голубой/ розовый;9;00CCFF;1
Голубой/желтый;9;00CCFF;1
Голубой/коричневый;9;00CCFF;1
Сапфировый;9;191970;0
Св. голубой;9;87CEFA;0
Сине-красный;9;0000FF;0
Синий;9;0000FF;0
Синий / бежевый;9;0000FF;1
Синий / белый;9;0000FF;1
Синий / белый / красный;9;0000FF;1
Синий / бордовый;9;0000FF;1
Синий / голубой;9;0000FF;1
Синий / желтый;9;0000FF;1
Синий / зеленый;9;0000FF;1
Синий / комбинированый;9;0000FF;1
Синий / коричневый;9;0000FF;1
Синий / красный;9;0000FF;1
Синий / оранжевый;9;0000FF;1
Синий / розовый / зеленый;9;0000FF;1
Синий / св. розовый;9;0000FF;1
Синий / серебряный;9;0000FF;1
Синий / серый;9;0000FF;1
Синий / черный;9;0000FF;1
Синий/ оранжевый;9;0000FF;1
Синий/бордовый;9;0000FF;1
Синий/коричневый;9;0000FF;1
Сиреневый;9;8A2BE2;0
Сиреневый / белый;9;800080;1
Сиреневый / серый;9;800080;1
Сиреневый / черный;9;800080;1
Сиреневый/черный;9;800080;1
Тем. голубой;9;4169E1;0
Тем. синий;9;000080;0
Тем. синий  / золотой;9;003366;1
Тем. синий / белый;9;003366;1
Тем. синий / белый / желтый;9;003366;1
Тем. синий / голубой;9;003366;1
Тем. синий / желтый;9;003366;1
Тем. синий / красный;9;003366;1
Тем. синий / красный / белый;9;003366;1
Тем. синий / оранжевый;9;003366;1
Тем. синий / серебряный;9;003366;1
Тем. синий / серый;9;003366;1
Тем. синий / серый / оранжевый;9;003366;1
Тем. синий / тем. бежевый;9;003366;1
Тем. синий / хаки;9;003366;1
Тем. синий/ серый;9;003366;1
Тем. синий/ хаки;9;003366;1
Тем. сиреневый;9;800080;0
Тем. фиолетовый;9;800080;0
Тем.синий;9;000080;0
Тем.синий / красный;9;003366;1
Тем.синий / оранжевый;9;003366;1
Темно-синий;9;003366;0
Темно-сиреневый;9;800080;0
Темно-фиолетовый;9;800080;0
Фиолетовый / голубой;9;CC99FF;1
Фиолетовый / красный;9;CC99FF;1
Фиолетовый / розовый / синий;9;CC99FF;1
Фиолетовый / серебряный;9;CC99FF;1
Фиолетовый / черный;9;CC99FF;1
Априкот;10;FFA07A;0
Бежево-бронзовый;10;CCCC99;0
Бежево-зеленый;10;EEE4D9;0
Бежево-коричневый;10;EEE4D9;0
Бежево-оранжевый;10;EEE4D9;0
Бежево-серый;10;EEE4D9;0
Бежевый / белый;10;EEE4D9;1
Бежевый / белый / синий;10;EEE4D9;1
Бежевый / бирюзовый;10;EEE4D9;1
Бежевый / бронзовый;10;EEE4D9;1
Бежевый / голубой;10;EEE4D9;1
Бежевый / желтый;10;EEE4D9;1
Бежевый / золотой;10;EEE4D9;1
Бежевый / комбинированый;10;EEE4D9;1
Бежевый / коричневый;10;EEE4D9;1
Бежевый / кофе;10;EEE4D9;1
Бежевый / леопардовый;10;EEE4D9;1
Бежевый / молочный;10;EEE4D9;1
Бежевый / молочный / коричневый;10;EEE4D9;1
Бежевый / молочный / св. коричневый;10;EEE4D9;1
Бежевый / оранжевый;10;EEE4D9;1
Бежевый / розовый;10;EEE4D9;1
Бежевый / рыжий;10;EEE4D9;1
Бежевый / салатовый;10;EEE4D9;1
Бежевый / серебряный;10;EEE4D9;1
Бежевый / серый;10;EEE4D9;1
Бежевый / синий;10;EEE4D9;1
Бежевый / тем. коричневый;10;EEE4D9;1
Бежевый / тем. синий;10;EEE4D9;1
Бежевый / черный;10;EEE4D9;1
Бежевый микс;10;EEE4D9;0
Бежевый/ кофе;10;EEE4D9;1
Бежевый/ серебряный;10;EEE4D9;1
Бежевый/золотой;10;EEE4D9;1
Бежевый/тем. синий;10;EEE4D9;1
Горчичный;10;DEB887;0
Коралловый;10;FF7F50;0
Кофейный;10;DEB887;0
Кремовый / белый;10;E9DDCE;1
Персик;10;FFDAB9;0
Персиковый;10;FFCC99;0
Песочный;10;FFDEAD;0
Св. желтый;10;FFFFE0;0
Тем. бежевый;10;EEEEEE;0
Хаки;10;F0E68C;0
Пурпурный;11;A020F0;0
Розово-коричневый;11;FF00FF;0
Розово-серый;11;FF00FF;0
Розовый;11;FFC0CB;0
Розовый / бежевый;11;FF00FF;1
Розовый / белый;11;FF00FF;1
Розовый / голубой;11;FF00FF;1
Розовый / зеленый;11;FF00FF;1
Розовый / серебряный;11;FF00FF;1
Розовый / серый;11;FF00FF;1
Розовый / серый / черный;11;FF00FF;1
Розовый / Синий;11;FF00FF;1
Розовый / синий / бирюзовый;11;FF00FF;1
Розовый / синий / черный;11;FF00FF;1
Розовый / Фиолетовый;11;FF00FF;1
Розовый / черный;11;FF00FF;1
Розовый/синий/бирюзовый;11;FF00FF;1
Св. розовый;11;FFB6C1;0
Светло-розовый;11;FFB6C1;0
Сливовый;11;800080;0
Тем. розовый;11;FF00FF;0
Фиолетовый;11;EE82EE;0
Фукси;11;FF00FF;0
Фуксия;11;FF00FF;0
;12;FFCC99;0
Карамель;12;FFCC99;0
Коричн./Беж.-коричн./Белый;12;993300;1
Коричневый / бежевый;12;993300;1
Коричневый / бежевый / белый;12;993300;1
Коричневый / белый;12;993300;1
Коричневый / зеленый;12;993300;1
Коричневый / золотой;12;993300;1
Коричневый / кремовый;12;993300;1
Коричневый / леопардовый;12;993300;1
Коричневый / молочный;12;993300;1
Коричневый / серый;12;993300;1
Коричневый / серый / черный;12;993300;1
Коричневый / синий;12;993300;1
Коричневый / синий /серый;12;993300;1
Коричневый / цветной;12;993300;1
Коричневый / черный;12;993300;1
Коричневый /синий;12;993300;1
Коричневый/ бежевый;12;993300;1
Коричневый/белый;12;993300;1
Кофе;12;8B4513;0
Тем. коричнев./ бежев.;12;993300;1
Тем. коричневый / бежевый;12;993300;1
Тем. коричневый / золотой;12;993300;1
Тем. коричневый / красный;12;993300;1
Тем. коричневый / тем. бежевый;12;993300;1
Тем. коричневый / хаки;12;993300;1
Тем. коричневый / черный;12;993300;1
Тем. серый / коричневый;12;993300;1
Тем. серый / черный;12;993300;1
Тем. серый / черный;12;993300;1
Тем. серый/ красный;12;993300;1
Темно-бирюзовый;12;993300;0
Темно-коричневый;12;993300;0
